tail_number,manufacturer,model
"N624CZ","Embraer","EMB175"
"N464AA","McDonnell-Douglas","SUPER80PASSENGER"
"N974AN","Boeing","B737-823PASSENGER"
"N329UP","Boeing","B767-3"
"N8751D","Canadair","RJ-200"
"N17753","Boeing","B737-700PAX"
"N776AS","Boeing","B737-4"
"N661CS","Boeing","B-767-2-PSGR"
"N517US","Boeing","B757-2"
"N917CA","Canadair","RJ100/ER"
"N37290","Boeing","B737-800PAX"
"N812DN","Boeing","737-932ER-PSGR"
"N232AA","McDonnell-Douglas","SUPER80PASSENGER"
"N710BR","Canadair","RJ-200"
"N583AS","Boeing","B737-890ALLPAX"
"N418QX","DeHavilland","DHC8-400"
"N941","Boeing","737-700PASSENGERONLY"
"N288US","Boeing","B727-2"
"N844FD","Boeing","777FHT"
"N138FE","Boeing","767-3S2F"
"N751CX","Boeing","B-757-200"
"N623WN","Boeing","737-300PASSENGERONLY"
"N980","Boeing","717-200PASSENGERONLY"
"N463AA","McDonnell-Douglas","SUPER80PASSENGER"
"N8847A","Canadair","RJ-200"
"N329DN","Airbus","A321-211-PSGR"
"N7818L","Boeing","B-737-76N"
"N176DN","Boeing","B767-3"
"N668NK","Airbus","A-321-PSGR"
"N524NK","Airbus","A319PAX"
"N3752D","Boeing","B737-8"
"N240DS","SAAB","Saab340"
"N811TJ","Boeing","737-306"
"N709JB","Airbus","A320-232-PSGR"
"N582HA","Boeing","b767-33aER"
"N945NN","Boeing","B737-823PASSENGER"
"N417XJ","SAAB","SF-340/A"
"N851AS","Canadair","RJ-200"
"N288AA","McDonnell-Douglas","MD-80"
"N754AS","Boeing","B737-4Q8ALLPAX"
"N137EV","Bombardier","RJ-900"
"N628SW","Boeing","B-737-3H4"
"N471ZW","Bombardier","CL65"
"N335AW","Boeing","B737-3"
"N18611","Boeing","B737-5"
"N920DE","McDonnell-Douglas","MD-88-PSGR"
"N374PH","DeHavilland","DHC8-200"
"N816SK","Bombardier","RJ-900"
"N239NN","Embraer","ERJ-175"
"N715SK","Canadair","RJ-700"
"N589US","Boeing","B737-3"
"N424AA","McDonnell-Douglas","SUPER80PASSENGER"
"N295WN","Boeing","B-737-7H4"
"N14182","Embraer","ERJ-145XR"
"N987AM","Airbus","A321-231"
"N8928A","Canadair","RJ-200"
"N7849A","Boeing","B-737-71B"
"N673BC","Embraer","E190-100-PSGR"
"N530UA","Boeing","B757-222PAX"
"N37FE","Challenger","0"
"N247NN","Embraer","ERJ-175"
"418NV","McDonnell-Douglas","MD-83"
"N950AT","Boeing","Boeing717-200"
"N854FD","Boeing","B-777-FS2"
"N75998","Canadair","RJ-200"
"N633DL","Boeing","B757-2"
"N480HA","Boeing","b717-200"
"N341NW","Airbus","A320-PSGR"
"N19554","Embraer","ERJ-145LR"
"N923FR","Airbus","A319-1"
"N821CA","Canadair","RJ100/ER"
"N721FD","Airbus","A300-600"
"N597JB","Airbus","A320-232-PSGR"
"N954WN","Boeing","B-737-7H4"
"N430","Boeing","737-700PASSENGERONLY"
"N8605","Boeing","737-800PASSENGERONLY"
"N302UA","Boeing","B737-3"
"N14652","Boeing","B737-500PAX"
"N993FD","Boeing","B-757-200"
"N897NN","Boeing","B737-823PASSENGER"
"N787AL","Boeing","B777-200PASSENGER"
"N679MG","Boeing","B727-2"
"N540EG","GE","CRJ700"
"N927","Boeing","737-700PASSENGERONLY"
"N386AE","SAAB","SF-340/A"
"N826MD","Embraer","ERJ170-100SU"
"N253SY","Embraer","ERJ175"
"N728SW","Boeing","B-737-7H4"
"903NV","Boeing","757-200"
"N604CZ","Embraer","EMB175"
"N436UP","Boeing","B757-2"
"N954FR","Airbus","A-319-112"
"N8602F","Boeing","B-737-8H4"
"N763NW","McDonnell-Douglas","DC9-41-PSGR"
"N638WN","Boeing","737-300PASSENGERONLY"
"PHHZI","Boeing","B737-800"
"N489DN","McDonnell-Douglas","MD-82-PSGR"
"N902FX","ATR","ATR-42"
"N348NW","Airbus","A320-PSGR"
"N793JM","Boeing","B-767-336PSGR"
"N203FR","Airbus","A320-1/2"
"N686FE","Airbus","A300-600"
"N552SX","Airbus","A319"
"N394WN","Boeing","737-300PASSENGERONLY"
"N926ME","Boeing","B717-2"
"N26215","Boeing","B737-800PAX"
"N826AE","Embraer","ERJ-140"
"N10MZ","GulfStream","G550"
"N727YK","Boeing","B727-1"
"N603XJ","Canadair","RJ-200"
"N959DN","McDonnell-Douglas","MD-90-30-PSGR"
"N435XJ","Saab","Saab340B"
"N86309","Embraer","EMB-175-PSGR"
"N307AZ","Boeing","767"
"N768KD","Casa","CN235-300"
"N151GX","Boeing","B757-2"
"N899NN","Boeing","B737-823PASSENGER"
"N7884G","Boeing","B-737-76N"
"N68057","McDonnell-Douglas","DC-10-10"
"N542UW","Airbus","A321-231"
"N387WN","Boeing","737-300PASSENGERONLY"
"N255AY","Boeing","B767-2B7ER"
"CFEXX","Cessna","C-208B"
"N955DL","McDonnell-Douglas","MD-88-PSGR"
"N8608","Boeing","737-800PASSENGERONLY"
"N764RD","Boeing","B767-300ER"
"N640AA","Boeing","B757-223PASSENGER"
"n166pq","Bombardier","CRJ900"
"N491","Boeing","737-700PASSENGERONLY"
"N34NG","DeHavilland","Q400"
"N204NN","Embraer","EMB175"
"N927DN","McDonnell-Douglas","MD-90-PSGR"
"N827AN","Boeing","B787-9"
"N729CA","Canadair","RJ100/ER"
"N604QX","Canadair","RJ-700"
"N960CA","Canadair","RJ100/ER"
"N437AW","Canadair","RJ-200"
"N8634","Boeing","737-800PASSENGERONLY"
"N308AS","Boeing","B727-Cargo"
"N769NC","McDonnell-Douglas","DC9-51-PSGR"
"N153PQ","Bombardier","RJ-900"
"N645US","Boeing","B767-2"
"PHZZO","Boeing","B737-800"
"N902UA","Boeing","B737-5"
"N794AJ","Boeing","B727-2"
"N687FE","Airbus","A300-600"
"N553AS","Boeing","B737-890ALLPAX"
"N930UP","Boeing","B727-100"
"N395FE","McDonnell-Douglas","DC-10-10"
"N8312","Boeing","737-800PASSENGERONLY"
"N262PS","GE","RJ-200"
"N736AT","Boeing","B777-300"
"N110SY","Embraer","ERJ175"
"N609DP","Embraer","EMB-145"
"N444UA","Airbus","AirbusA320-232PAX"
"N959SW","Canadair","RJ-200"
"N313AZ","Boeing","767"
"N8631E","Canadair","RJ-200"
"N161GJ","Canadair","RJ-700"
"N768UW","Airbus","A319-1"
"N645AS","Boeing","B737-7"
"n8736a","Bombardier","CRJ200"
"N498WN","Boeing","B737-7/L"
"N906","Boeing","737-700PASSENGERONLY"
"N355MC","Boeing","B747-300"
"N801","McDonnell-Douglas","MD-11"
"N211FE","Boeing","B727-2"
"N695CA","Bombardier","RJ-900"
"N562AS","Boeing","B737-890ALLPAX"
"N4032T","Airbus","A319-115"
"N930EV","Bombardier","CRJ200-2B19"
"N27152","Embraer","ERJ-145XR"
"N830NN","Boeing","B737-823PASSENGER"
"N119UA","Boeing","B747-422PAX"
"N734SA","Boeing","B-737-7H4"
"N608XJ","Canadair","RJ-200"
"N964DN","McDonnell-Douglas","MD-90-30-PSGR"
"N443SW","Canadair","RJ-200"
"N8662F","Boeing","B-737-8H4"
"N312NV","Airbus","A319"
"N7720F","Boeing","B-737-7BD"
"N16147","Embraer","ERJ-145XR"
"N651BR","Canadair","CRJ-2/4"
"N505NK","Airbus","A319PAX"
"N36207","Boeing","B737-800PAX"
"N905NN","Boeing","B737-823PASSENGER"
"N218SW","Embraer","EMB-120"
"N80084","Airbus","A300-600"
"N694BC","Embraer","E190-100-PSGR"
"N561NN","GE","CRJ900"
"N9344","McDonnell-Douglas","DC9-30-PSGR"
"N402QX","DeHavilland","DHC8-400"
"N833AA","Boeing","B787-9"
"N270AY","Airbus","A330-323X"
"N742DH","Boeing","B727-2"
"N118HQ","Embraer","ERJ-175-200LR"
"N614SK","Embraer","CRJ700-2C10"
"N450AW","Canadair","RJ-200"
"N318AT","Boeing","B737-700-psgr"
"N16713","Boeing","B737-700PAX"
"n926xj","Bombardier","CRJ900"
"N505AA","McDonnell-Douglas","SUPER80PASSENGER"
"N909EV","Canadair","RJ-200"
"N361NB","Airbus","A319-PSGR"
"N804NN","Boeing","B737-823PASSENGER"
"N218","Boeing","737-700PASSENGERONLY"
"N701UP","McDonnell-Douglas","DC-8-71"
"N569AA","McDonnell-Douglas","SUPER80PASSENGER"
"N408","Boeing","737-700PASSENGERONLY"
"N276SK","Embraer","Embraer-145"
"N12519","Embraer","ERJ-135"
"N969JT","Airbus","A321-231"
"N8707P","Boeing","B-737-8MAX"
"N171US","Airbus","A321-211"
"N655DL","Boeing","B757-2"
"N510MJ","Canadair","RJ-700"
"N913FR","Airbus","A319"
"N689EC","Embraer","ERJ-145"
"N556NW","Boeing","B757-2"
"N928DN","McDonnell-Douglas","MD-90-PSGR"
"N828MD","Embraer","ERJ170-100SU"
"N730WN","Boeing","737-700PASSENGERONLY"
"N606","Boeing","B737-3"
"N961N","McDonnell-Douglas","DC-9-30"
"N439SW","Canadair","RJ-200"
"N8642","Boeing","737-800PASSENGERONLY"
"N309DN","Airbus","A321-211-PSGR"
"N7705A","Boeing","B-737-76N"
"N15659","Boeing","B737-5"
"N647UA","Boeing","B767-322ERPAX"
"N501VJ","Bombardier","BD-700-1A11PSGR"
"n604xj","Bombardier","CRJ200"
"N358","Boeing","B737-3"
"N903TW","McDonnell-Douglas","MD-80"
"N214AA","McDonnell-Douglas","SUPER80PASSENGER"
"N795UA","Boeing","B777-222BPAX"
"N688FE","Airbus","A300-600"
"N555SQ","McDonnell-Douglas","DC-6BCARGO"
"N932AT","Boeing","Boeing717-200"
"N398AN","Boeing","B767-323ERPASSENGER"
"N831AE","Embraer","ERJ-140"
"N265AV","Airbus","A320-1/2"
"N738NR","Embraer","ERJ-135"
"N11193","Embraer","ERJ-145XR"
"N611CG","GulfStream","G550"
"N446AW","Canadair","RJ-200"
"N9619V","McDonnell-Douglas","SUPER80PASSENGER"
"N314XA","Boeing","737-400-PSGR"
"N863FD","Boeing","B-777-FS2"
"N163SY","Embraer","ERJ175"
"N77022","Boeing","B777-200PAX"
"N647AE","Embraer","ERJ-145"
"n8891a","Bombardier","CRJ200"
"N501LX","DeHavilland","DHC8-400"
"N906WN","Boeing","B-737-7H4"
"N357NB","Airbus","A319-PSGR"
"N802DH","McDonnell-Douglas","DC8-73(M)"
"N213PS","GE","RJ-200"
"N69818","Boeing","B737-900ERPAX"
"N564JB","Airbus","A320-232-PSGR"
"N404QX","DeHavilland","DHC8-400"
"N931NN","Boeing","B737-823PASSENGER"
"N272AY","Airbus","A330-323X"
"N8317M","Boeing","B-737-8H4"
"N12142","Embraer","ERJ-145XR"
"N737UW","Airbus","A319-1"
"N610NW","McDonnell-Douglas","DC-9-30"
"N965UW","Embraer","ERJ190-100IGW"
"N445UA","Airbus","AirbusA320-232PAX"
"N8675A","Boeing","B-737-8H4"
"N314NB","Airbus","A319-PSGR"
"N772AS","Boeing","B737-400PSGR"
"N162UW","Airbus","A321-211"
"N652SW","Boeing","B-737-3H4"
"N507CA","Canadair","RJ-200"
"N363PH","DeHavilland","DHC8-200"
"N220UA","Boeing","B777-222BPAX"
"N563SW","Embraer","EMB120-ER"
"N934XJ","Bombardier","RJ-900"
"N403VA","Dornier","DO-228-PSGR"
"N835AY","Canadair","CRJ200"
"N272","Boeing","B737-7/L"
"N743WA","Boeing","B747-F"
"N120UP","Airbus","A300F4-622R"
"N616NK","Airbus","A-320-PSGR"
"N451WN","Boeing","B737-7/L"
"N319US","Airbus","A320-211-PSGR"
"N16954","Embraer","ERJ-145LR"
"N910EV","Embraer","RJ-200"
"N805SY","Boeing","B737-800"
"N703EV","Canadair","RJ-700"
"N57111","Boeing","B757-200PAX"
"N409MC","Boeing","B747-400"
"N278FE","Boeing","B727-2"
"N12703","Embraer","EMB-120CARGO"
"N971DL","McDonnell-Douglas","MD-88-PSGR"
"N8721B","Canadair","RJ-200"
"N774SA","Boeing","B-777-F"
"N658JB","Airbus","A320-232-PSGR"
"N514AU","Boeing","B737-3"
"N370AA","Boeing","B767-323ERPASSENGER"
"N228","Boeing","737-700PASSENGERONLY"
"N939AN","Boeing","B737-823PASSENGER"
"N841MH","Boeing","B767-400"
"N749DH","Boeing","B727-2"
"N621FE","McDonnell-Douglas","MD11"
"N977DL","McDonnell-Douglas","MD-88-PSGR"
"N459","Boeing","737-700PASSENGERONLY"
"N326AE","SAAB","Saab340"
"N174","Boeing","737-700PASSENGERONLY"
"N915AN","Boeing","B737-823PASSENGER"
"N809NW","Airbus","A330-PSGR"
"N707SA","Boeing","B-737-7H4"
"N578UP","Boeing","B747-4"
"N943FE","Cessna","CE-208B"
"N415FE","Airbus","A310-2CF"
"N849AE","Embraer","ERJ-140"
"N284SK","Embraer","Embraer-145"
"N7535A","McDonnell-Douglas","SUPER80PASSENGER"
"N133HQ","Embraer","ERJ-175-200LR"
"N626NK","Airbus","A-320-PSGR"
"N976RP","Embraer","Embraer-145"
"N8800G","Canadair","RJ-200"
"N779FD","Boeing","757-200"
"N664MS","Embraer","ERJ-145"
"N521LR","Canadair","RJ-700"
"N918SW","Canadair","RJ-200"
"N37408","Boeing","B737-900PAX"
"N814HK","Embraer","EMB-145"
"N23657","Boeing","B737-5"
"N712US","Airbus","A319-112"
"N586NK","Airbus","A321"
"N421LV","Boeing","B737-7/L"
"N943","Boeing","737-700PASSENGERONLY"
"N292AT","Boeing","Boeing737-700/LR"
"N848AE","Embraer","ERJ-140"
"N1403M","Fokker","FOKR 100"
"N752WN","Boeing","737-700PASSENGERONLY"
"N626","Boeing","B737-3"
"N983FE","Cessna","CE-208B"
"N467","Boeing","737-700PASSENGERONLY"
"N889DN","Boeing","737-900ER-PSGR"
"N33203","Boeing","B737-800PAX"
"N783","Boeing","B737-7/L"
"N18102","Embraer","ERJ-145XR"
"N6711M","Boeing","B757-2"
"N527FE","McDonnell-Douglas","MD11"
"N376UA","Boeing","B737-300PAX"
"N918FD","Douglas","B757-2"
"N244LR","Bombardier","CRJ-900-PSGR"
"N81449","Boeing","B737-900ERPAX"
"194US","McDonnell-Douglas","DC-915F"
"N712FR","Avolon","A-321"
"N585SW","Embraer","EMB120-ER"
"N948","Boeing","737-700PASSENGERONLY"
"N420UA","Airbus","AirbusA320-232PAX"
"N85340","Embraer","EMB-175-PSGR"
"N291AY","Airbus","A330-243"
"N756UW","Airbus","A319-1"
"N139AN","Airbus","A321-231"
"N631AE","Embraer","ERJ-145"
"N477AA","McDonnell-Douglas","SUPER80PASSENGER"
"N982SW","Canadair","RJ-200"
"N338NG","DeHavilland","Q400"
"N888DU","Boeing","737-900ER-PSGR"
"N190WQ","DeHavilland","Q400"
"N782FD","Boeing","757-200"
"N670FE","Airbus","A300-600"
"N526UA","Boeing","B757-222PAX"
"N921VA","Airbus","A321Neo"
"N376AN","Boeing","B767-323ERPASSENGER"
"N819CA","Canadair","RJ100/ER"
"N243FE","Boeing","B727-2"
"N718FX","Cessna","CE-208B"
"N593FE","McDonnell-Douglas","MD11"
"N427FE","Airbus","A310-2CF"
"N2FE","Fokker","0"
"N14347","Boeing","B737-3"
"N630NK","Airbus","A-320-PSGR"
"N990AN","Boeing","B737-823PASSENGER"
"N475WN","Boeing","B737-7/L"
"N8946A","Bombardier","CRJ200"
"N337PQ","Bombardier","CRJ-900LR-PSGR"
"N785FE","Cessna","CE-208B"
"N18WF","Bombardier","GlobalEXPress"
"N676FE","Airbus","A300-600"
"N535NK","Airbus","A-319-PSGR"
"N383SW","Boeing","B-737-3H4"
"N250WN","Boeing","B737-7/L"
"818AA","Dassault","F-20"
"N952FD","Boeing","B-757-200"
"N857AS","Canadair","RJ-200"
"N761NC","McDonnell-Douglas","DC9-51-PSGR"
"N636AW","Airbus","A320-1/2"
"N485EV","Boeing","B747-2/3"
"N345","Boeing","B737-3"
"N199US","McDonnell-Douglas","DC-9-15F"
"N925AN","Boeing","B737-823PASSENGER"
"N823DN","Boeing","737-932ER-PSGR"
"N724SK","Canadair","RJ-700"
"N601NW","McDonnell-Douglas","DC-9-30"
"N433AW","Canadair","RJ-200"
"N305AW","Boeing","B737-3G7"
"N14933","Embraer","ERJ-145ER"
"N999CA","Canadair","RJ100/ER"
"N9012","Airbus","A319-115PASSENGER"
"N789SK","Canadair","RJ-700"
"N681NK","Airbus","A-321-PSGR"
"N546UW","Airbus","A321-231"
"N390HA","Airbus","A330-200"
"N258AA","McDonnell-Douglas","SUPER80PASSENGER"
"N102UW","Airbus","A320-214"
"N956N","McDonnell-Douglas","DC-9-30"
"N8615E","Boeing","B-737-8H4"
"N765AS","Boeing","B737-4Q8COMBI"
"N641RW","Embraer","ERJ-170-100SE"
"n613xj","Bombardier","CRJ200"
"N493AS","Boeing","B737-990ERALLPAX"
"N904AN","Boeing","B737-823PASSENGER"
"N351WN","Boeing","737-300PASSENGERONLY"
"N796JB","Airbus","A320-232-PSGR"
"N206UA","Boeing","B777-222BPAX"
"N434","Boeing","737-700PASSENGERONLY"
"N305UA","Boeing","B737-3"
"N14953","Embraer","ERJ-145LR"
"NC-FBWY","Boeing","B727-1"
"N901AW","Boeing","B757-2S7"
"N345AN","Boeing","B767-323ERPASSENGER"
"N790FE","Cessna","CE-208B"
"N199WQ","DeHavilland","Q400"
"N682UP","Boeing","B747-1"
"N548NN","GE","CRJ900"
"N391WN","Boeing","737-300PASSENGERONLY"
"N259AD","Airbus","A319-PSGR"
"N104HQ","Embraer","ERJ-175-200LR"
"N957DL","McDonnell-Douglas","MD-88-PSGR"
"N861DN","Boeing","737-932ER-PSGR"
"N766","Boeing","B737-7/L"
"N642AS","ATR","ATR-72"
"N494AS","Boeing","B737-990ERALLPAX"
"N352PH","DeHavilland","DHC8-200"
"N207SY","Embraer","ERJ175"
"N928UP","Boeing","B727-100"
"N829DN","Boeing","737-932ER-PSGR"
"N731YX","Embraer","ERJ-170-200LR"
"N606NW","McDonnell-Douglas","DC-9-30"
"N440AM","ATR","ATR-72Passenger"
"N309UP","Boeing","B767-3"
"N157AA","Airbus","A321-231"
"n615xj","Bombardier","CRJ200"
"N904AW","Boeing","B757-2S7"
"N796SK","Bombardier","CRJ700-2C10"
"N689GX","Boeing","B-757-2"
"N556UW","Airbus","A321-231"
"N932UA","Boeing","B737-500PAX"
"N399DA","Boeing","B737-8"
"N831US","McDonnell-Douglas","MD-83"
"N266FE","Boeing","B727-2"
"N112US","Airbus","A320-214"
"N961SW","Canadair","RJ-200"
"N8642E","Boeing","B-737-8H4"
"N77066","Boeing","B767-400PAX"
"N648","Boeing","B737-3"
"n8923a","Bombardier","CRJ200"
"N501XP","Douglas","DC-6ACARGO"
"N907FD","Douglas","B-757-200"
"N358AA*","Boeing","B767-323ERPASSENGER"
"N802UA","Airbus","AirbusA319-131PAX"
"N214JQ","Embraer","ERJ-175-200LR"
"N69847","Boeing","B737-900ERPAX"
"N565JB","Airbus","A320-232-PSGR"
"N405FE","Airbus","A310-2CF"
"N932CA","Canadair","RJ100/ER"
"N273AE","SAAB","SF-340/A"
"N831AY","Canadair","CRJ200"
"N738US","Airbus","A319-112"
"N611NA","McDonnell-Douglas","DC-9-30"
"N966JT","Airbus","A321-231"
"N446FE","Airbus","A310-2CF"
"N867UP","McDonnell-Douglas","DC8-73F"
"N315AA","Boeing","B767-232SF"
"N77302","Canadair","RJ-200"
"N163US","Airbus","A321-211"
"N653FE","Airbus","A300-600"
"N508AY","Airbus","A321-231"
"n8896a","Bombardier","CRJ200"
"N364DH","Airbus","A300X4"
"N907","Boeing","737-700PASSENGERONLY"
"N221SW","Embraer","EMB120-ER"
"N802FD","Airbus","A310-300"
"N69824","Boeing","B737-900ERPAX"
"N564RP","Embraer","Embraer-145"
"N935FD","Boeing","B-757-200"
"N404UP","Boeing","B757-2"
"N836AS","Canadair","RJ-200"
"N272PQ","Bombardier","CRJ-900LR-PSGR"
"N744PS","Airbus","A319-1"
"N12157","Embraer","ERJ-145XR"
"N617AM*","Boeing","B757-200PASSENGER"
"N452UW","Boeing","B737-4B7"
"N966","Boeing","737-700PASSENGERONLY"
"N320NV","Airbus","A319"
"N8677A","Boeing","B-737-8H4"
"N169HQ","Embraer","ERJ-190-100IGW"
"N772FE","Cessna","CE-208B"
"N652US","Boeing","B767-2"
"N507LX","DeHavilland","Q400"
"N910XJ","Bombardier","RJ-900"
"N363VA","Airbus","A320"
"N806DN","Boeing","737-932ER-PSGR"
"N221","Boeing","737-700PASSENGERONLY"
"N703UP","McDonnell-Douglas","DC-8-71"
"N571UW","Airbus","A321-231"
"N41063","Airbus","A300-600RPASSENGER"
"N27957","Boeing","B787-900PAX"
"N128AN","Airbus","A321-231PASSENGER"
"N743YX","Embraer","ERJ-170-200LR"
"N616QX","DeHavilland","RJ-700"
"N972AN","Boeing","B737-823PASSENGER"
"N452","Boeing","737-700PASSENGERONLY"
"N87318","Embraer","EMB-175-PSGR"
"N320AA","Boeing","B767-223ERPASSENGER"
"N7751A","Boeing","B-737-7BD"
"N16963","Embraer","ERJ-145LR"
"N659DL","Boeing","B757-2"
"N515AE","GE","RJ-700"
"N37178","Canadair","RJ-200"
"N229","Boeing","737-700PASSENGERONLY"
"N939SW","Canadair","RJ-200"
"N842FE","Cessna","CE-208B"
"N278PC","Bombardier","CHAL-300"
"N7506","McDonnell-Douglas","SUPER80PASSENGER"
"N1279E","Boeing","B727-2"
"N622AS","Boeing","B737-790ALLPAX"
"N459WN","Boeing","B737-7/L"
"N326WN","Boeing","737-300PASSENGERONLY"
"N175","Boeing","737-700PASSENGERONLY"
"N915FJ","Bombardier","RJ-900"
"N810CA","Canadair","RJ100/ER"
"N708AX","Boeing","B767-2"
"N579UP","Boeing","B747-4"
"N416AA","McDonnell-Douglas","SUPER80PASSENGER"
"N285FE","Boeing","B727-2"
"N134XA","CFMInternational","B-737-400PSGR"
"N977FD","Boeing","B-757-200"
"N881AS","Canadair","RJ-200"
"N78001","Boeing","B777-200PAX"
"N665FE","Airbus","A300-600"
"N522AT","Boeing","B757-2"
"N37437","Boeing","B737-900ERPAX"
"N236WA","Boeing","B737-1/2"
"N943JT","Airbus","A321-231"
"N849DN","Boeing","737-932ER-PSGR"
"N7537A","McDonnell-Douglas","SUPER80PASSENGER"
"N626SW","Boeing","B-737-3H4"
"N984NN","Boeing","B737-823"
"N468AA","McDonnell-Douglas","SUPER80PASSENGER"
"N8908E","McDonnell-Douglas","DC9-10-PSGR"
"N33294","Boeing","B737-800PAX"
"N783AN","Boeing","B777-200PASSENGER"
"N181UA","Boeing","B747-422PAX"
"N918TW","McDonnell-Douglas","MD-80"
"N814ME","McDonnell-Douglas","MD-80"
"N712WN","Boeing","737-700PASSENGERONLY"
"N586NW","Boeing","B757-3"
"N948MA","McDonnell-Douglas","MD-87"
"N421QX","DeHavilland","DHC8-400"
"N8538V","Boeing","B-737-8H4"
"N292JB","Embraer","EMB-190"
"N758","Boeing","B737-7/L"
"N14056","Airbus","A300-600"
"N631US","Boeing","B747-4F"
"N477UA","Airbus","AirbusA320-232PAX"
"N983NN","Boeing","B737-823"
"N339NG","DeHavilland","Q400"
"N889FE","Cessna","CE-208B"
"N7831B","Boeing","B-737-7CT"
"N67134","Boeing","B757-200PAX"
"N527NK","Airbus","A319PAX"
"N922EV","Bombardier","CRJ200-2B19"
"N3770","Boeing","B737-8"
"N819UA","Airbus","AirbusA319-131PAX"
"N244PS","GE","RJ-200"
"N719CK","Boeing","B747-1"
"196US","McDonnell-Douglas","DC-915F"
"N594HA","Boeing","b767-332"
"N428","Boeing","737-700PASSENGERONLY"
"N68052","McDonnell-Douglas","DC-10-10"
"N542EA","Bombardier","CRJ700"
"N387AX","Boeing","BoeingB767-319ERPAX"
"N254UP","McDonnell-Douglas","MD-11F"
"988AX","McDonnell-Douglas","DC9-32"
"N955","Boeing","737-700PASSENGERONLY"
"N8605WN","Boeing","737-800PASSENGERONLY"
"N764AS","Boeing","B737-4Q8COMBI"
"N639US","Boeing","B747-4F"
"n146pq","Bombardier","CRJ900"
"N490EV","Boeing","B747-2/3"
"N349PH","DeHavilland","DHC8-200"
"N204CJ","Saab","Saab340B"
"N927AS","Canadair","RJ-200"
"N8524Z","Boeing","B-737-8H4"
"N289AY","Airbus","A330-243"
"N7550A","McDonnell-Douglas","SUPER80PASSENGER"
"N13908","Embraer","ERJ-145LR"
"N629NK","Airbus","A-320-PSGR"
"N473UA","Airbus","AirbusA320-232PAX"
"N336AT","Boeing","Boeing737-700/LR"
"N187SY","Embraer","ERJ175"
"N920UP","Boeing","B727-100"
"N817SK","Bombardier","RJ-900"
"N716SK","Canadair","RJ-700"
"N591FE","McDonnell-Douglas","MD11"
"N425MJ","ATR","ATR-72Passenger"
"N297SK","Embraer","Embraer-140"
"N14230","Boeing","B737-800PAX"
"N988AL","Airbus","A321-231"
"N89317","Embraer","EMB-175-PSGR"
"N784UA","Boeing","B777-222BPAX"
"N674FE","Airbus","A300-600"
"N532EA","Bombardier","CRJ700"
"N381DA","Boeing","B737-8"
"N249","Boeing","737-700PASSENGERONLY"
"745AX","Boeing","B767-232SF"
"N951AN","Boeing","B737-8"
"N8558Z","Boeing","B-737-8H4"
"N76065","Boeing","B767-400PAX"
"N634CZ","Embraer","EMB175"
"N996FD","Boeing","B-757-200"
"N482DN","McDonnell-Douglas","MD-82-PSGR"
"N342PM","Boeing","B737-823"
"N196UA","Boeing","B747-422PAX"
"N924","Boeing","737-700PASSENGERONLY"
"N822AE","Embraer","ERJ-140"
"N722US","Airbus","A319-112"
"N599JB","Airbus","A320-232-PSGR"
"N955SW","Canadair","RJ-200"
"N431AA","McDonnell-Douglas","SUPER80PASSENGER"
"N860GA","McDonnell-Douglas","MD-83"
"N303US","Airbus","A320-1/2"
"N76503","Boeing","B737-800PAX"
"N14731","Boeing","B737-700PAX"
"N640NK","Airbus","A-320-PSGR"
"N995CA","Canadair","RJ100/ER"
"N899FE","Cessna","CE-208B"
"N7883A","Boeing","B-737-76Q"
"N68056","McDonnell-Douglas","DC-10-1"
"N542US","Boeing","B757-2"
"N927NN","Boeing","B737-823PASSENGER"
"N387SW","Boeing","B-737-3H4"
"N827MD","Embraer","ERJ170-100SU"
"N255AA","McDonnell-Douglas","SUPER80PASSENGER"
"N729WN","Boeing","737-700PASSENGERONLY"
"CFEXE","Cessna","C-208B"
"N605AL","McDonnell-Douglas","DC-8/73Cargo"
"N437YX","Embraer","ERJ-170-200LR"
"N955AX","McDonnell-Douglas","DC-9-40"
"N308FR","AerCap","A-320-2NEO"
"N8607M","Boeing","B-737-8H4"
"N154SF","Canadair","RJ100/ER"
"N764NC","McDonnell-Douglas","DC9-51-PSGR"
"N640A","Boeing","B757-223PASSENGER"
"n162pq","Bombardier","CRJ900"
"N490WN","Boeing","B737-7/L"
"N903AR","Boeing","B-747-428F"
"N349WN","Boeing","737-300PASSENGERONLY"
"N794RC","Bombardier","BD-100-1A10PSGR"
"N204JQ","Embraer","ERJ-175-200LR"
"N68807","Boeing","B737-900ERPAX"
"N554","Boeing","737-700PASSENGERONLY"
"N396CM","Boeing","767-338ERCARGO"
"N927DA","McDonnell-Douglas","MD-88-PSGR"
"N263FE","Boeing","B727-2"
"N827AE","Embraer","ERJ-140"
"N11121","Embraer","ERJ-145XR"
"N729AN","Boeing","B777-300PASSENGER"
"N604NW","McDonnell-Douglas","DC-9-30"
"N960AX","McDonnell-Douglas","DC-9-40"
"N437AA","McDonnell-Douglas","SUPER80PASSENGER"
"N8633A","Boeing","B-737-8H4"
"N308AE","ATR","ATR-72Passenger"
"N769NA","Boeing","B767-3"
"N153GJ","Canadair","RJ-700"
"N645SW","Boeing","B-737-3H4"
"N4AE","ATR","ATR-72Passenger"
"PHZZL","Boeing","B737-800"
"N355WN","Boeing","737-300PASSENGERONLY"
